"code_variable";"label";"label_pergunta";"categoria";"subcategoria";"is_dashboard";"is_tabela";"is_absolute";"is_average";"is_percentage"
"3.2.3.E";"Receita Extratarifária de Outras Fontes (Metrô)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por metrô no ano?";"Receita";"Metrô";"1";NA;"1";"0";"0"
"3.2.4.A";"Receita Tarifária (Trem)";"Qual o valor da receita tarifária anual por trem arrecadado no ano?";"Receita";"Trem";"1";NA;"1";"0";"0"
"3.2.4.B";"Subsídios a Passageiros (Trem)";"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por trem no ano?";"Receita";"Trem";"1";NA;"1";"0";"0"
"3.2.4.C";"Subsídios ao Sistema (Trem)";"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por trem no ano?";"Receita";"Trem";"1";NA;"1";"0";"0"
"3.2.4.D";"Receita Extratarifária com Publicidade (Trem)";"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por trem no ano?";"Receita";"Trem";"1";NA;"1";"0";"0"
"3.2.4.E";"Receita Extratarifária de Outras Fontes (Trem)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por trem no ano?";"Receita";"Trem";"1";NA;"1";"0";"0"
"3.2.5.A";"Receita Tarifária (Barco)";"Qual o valor da receita tarifária anual por barco arrecadado no ano?";"Receita";"Barco";"1";NA;"1";"0";"0"
"3.2.5.B";"Subsídios a Passageiros (Barco)";"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por barco no ano?";"Receita";"Barco";"1";NA;"1";"0";"0"
"3.2.5.C";"Subsídios ao Sistema (Barco)";"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por barco no ano?";"Receita";"Barco";"1";NA;"1";"0";"0"
"3.2.5.D";"Receita Extratarifária com Publicidade (Barco)";"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por barco no ano?";"Receita";"Barco";"1";NA;"1";"0";"0"
"3.2.5.E";"Receita Extratarifária de Outras Fontes (Barco)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por barco no ano?";"Receita";"Barco";"1";NA;"1";"0";"0"
"3.2.6.A";"Receita Tarifária (VLT)";"Qual o valor da receita tarifária anual por VLT arrecado no ano?";"Receita";"VLT";"1";NA;"1";"0";"0"
"3.2.6.B";"Subsídios a Passageiros (VLT)";"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por VLT no ano?";"Receita";"VLT";"1";NA;"1";"0";"0"
"3.2.6.C";"Subsídios ao Sistema (VLT)";"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por VLT no ano?";"Receita";"VLT";"1";NA;"1";"0";"0"
"3.2.6.D";"Receita Extratarifária com Publicidade (VLT)";"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por VLT no ano?";"Receita";"VLT";"1";NA;"1";"0";"0"
"3.2.6.E";"Receita Extratarifária de Outras Fontes (VLT)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por VLT no ano?";"Receita";"VLT";"1";NA;"1";"0";"0"
"3.2.7.A";"Receita Tarifária (Monotrilho)";"Qual o valor da receita tarifária anual por monotrilho arrecadado no ano?";"Receita";"Monotrilho";"1";NA;"1";"0";"0"
"3.2.7.B";"Subsídios a Passageiros (Monotrilho)";"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por monotrilho no ano?";"Receita";"Monotrilho";"1";NA;"1";"0";"0"
"3.2.7.C";"Subsídios ao Sistema (Monotrilho)";"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por monotrilho no ano?";"Receita";"Monotrilho";"1";NA;"1";"0";"0"
"3.2.7.D";"Receita Extratarifária com Publicidade (Monotrilho)";"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por monotrilho no ano?";"Receita";"Monotrilho";"1";NA;"1";"0";"0"
"3.2.7.E";"Receita Extratarifária de Outras Fontes (Monotrilho)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por monotrilho no ano?";"Receita";"Monotrilho";"1";NA;"1";"0";"0"
"3.2.8.A";"Receita Tarifária (Aeromóvel)";"Qual o valor da receita tarifária anual por aeromóvel arrecado no ano?";"Receita";"Aeromóvel";"1";NA;"1";"0";"0"
"3.2.8.B";"Subsídios a Passageiros (Aeromóvel)";"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por aeromóvel no ano?";"Receita";"Aeromóvel";"1";NA;"1";"0";"0"
"3.2.8.C";"Subsídios ao Sistema (Aeromóvel)";"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por aeromóvel no ano?";"Receita";"Aeromóvel";"1";NA;"1";"0";"0"
"3.2.8.D";"Receita Extratarifária com Publicidade (Aeromóvel)";"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por aeromóvel no ano?";"Receita";"Aeromóvel";"1";NA;"1";"0";"0"
"3.2.8.E";"Receita Extratarifária de Outras Fontes (Aeromóvel)";"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por aeromóvel no ano?";"Receita";"Aeromóvel";"1";NA;"1";"0";"0"
"3.3.1.A";NA;"Quais os impostos incidentes no serviço de transporte por ônibus?";NA;NA;"1";"1";"1";"0";"0"
"3.3.1.B";"Impostos e taxas - Alíquota ISS (Ônibus)";"Qual o percentual de ISS incidente no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.3.1.C";"Impostos e Taxas - Taxa de Gerenciamento (Ônibus)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.3.1.D";"Impostos e Taxas - PIS (Ônibus)";"Qual o percentual de PIS incidente no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.3.1.E";"Impostos e Taxas - Cofins (Ônibus)";"Qual o percentual de Cofins incidente no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.3.1.F";"Impostos e Taxas - Alíquota Outros Impostos (Ônibus)";"Qual o percentual de outros impostos incidentes no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.3.1.G";"Impostos e Taxas - Outros Impostos (Ônibus)";"Quais outros impostos incidem no serviço de transporte por ônibus?";"Custos";"Ônibus";"1";"1";"1";"0";"0"
"3.3.1.H";NA;"Quais os impostos incidentes no serviço de transporte por vans/microônibus?";NA;NA;"1";"1";"1";"0";"0"
"3.3.1.I";"Impostos e taxas - Alíquota ISS (Vans/Microônibus)";"Qual o percentual de ISS incidente no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";"1";"1";"0";"0";"1"
"3.3.1.J";"Impostos e Taxas - Taxa de Gerenciamento (Vans/Microônibus)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.3.1.K";"Impostos e Taxas - PIS (Vans/Microônibus)";"Qual o percentual de PIS incidente no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.3.1.L";"Impostos e Taxas - Cofins (Vans/Microônibus)";"Qual o percentual de Cofins incidente no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.3.1.M";"Impostos e Taxas - Alíquota Outros Impostos (Vans/Microônibus)";"Qual o percentual de outros impostos incidentes no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";"1";"1";"0";"0";"1"
"3.3.1.N";"Impostos e Taxas - Outros Impostos (Vans/Microônibus)";"Quais outros impostos incidem no serviço de transporte por vans/microônibus?";"Custos";"Vans/Microônibus";"1";NA;"1";"0";"0"
"3.3.1.O";NA;"Quais os impostos incidentes no serviço de transporte por metrô?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.P";"Impostos e taxas - Alíquota ISS (Metrô)";"Qual o percentual de ISS incidente no serviço de transporte por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.3.1.Q";"Impostos e Taxas - Taxa de Gerenciamento (Metrô)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.3.1.R";"Impostos e Taxas - PIS (Metrô)";"Qual o percentual de PIS incidente no serviço de transporte por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.3.1.S";"Impostos e Taxas - Cofins (Metrô)";"Qual o percentual de Cofins incidente no serviço de transporte por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.3.1.T";"Impostos e Taxas - Alíquota Outros Impostos (Metrô)";"Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.3.1.U";"Impostos e Taxas - Outros Impostos (Metrô)";"Quais outros impostos incidem no serviço de transporte por metrô?";"Custos";"Metrô";"1";NA;"1";"0";"0"
"3.3.1.V";NA;"Quais os impostos incidentes no serviço de transporte por trem?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.W";"Impostos e taxas - Alíquota ISS (Trem)";"Qual o percentual de ISS incidente no serviço de transporte por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.3.1.X";"Impostos e Taxas - Taxa de Gerenciamento (Trem)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.3.1.Y";"Impostos e Taxas - PIS (Trem)";"Qual o percentual de PIS incidente no serviço de transporte por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.3.1.Z";"Impostos e Taxas - Cofins (Trem)";"Qual o percentual de Cofins incidente no serviço de transporte por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.3.1.AA";"Impostos e Taxas - Alíquota Outros Impostos (Trem)";"Qual o percentual de outros impostos incidentes no serviço de transporte por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.3.1.AB";"Impostos e Taxas - Outros Impostos (Trem)";"Quais outros impostos incidem no serviço de transporte por trem?";"Custos";"Trem";"1";NA;"1";"0";"0"
"3.3.1.AC";NA;"Quais os impostos incidentes no serviço de transporte por barco?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.AD";"Impostos e taxas - Alíquota ISS (Barco)";"Qual o percentual de ISS incidente no serviço de transporte por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.3.1.AE";"Impostos e Taxas - Taxa de Gerenciamento (Barco)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.3.1.AF";"Impostos e Taxas - PIS (Barco)";"Qual o percentual de PIS incidente no serviço de transporte por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.3.1.AG";"Impostos e Taxas - Cofins (Barco)";"Qual o percentual de Cofins incidente no serviço de transporte por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.3.1.AH";"Impostos e Taxas - Alíquota Outros Impostos (Barco)";"Qual o percentual de outros impostos incidentes no serviço de transporte por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.3.1.AI";"Impostos e Taxas - Outros Impostos (Barco)";"Quais outros impostos incidem no serviço de transporte por barco?";"Custos";"Barco";"1";NA;"1";"0";"0"
"3.3.1.AJ";NA;"Quais os impostos incidentes no serviço de transporte por VLT?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.AK";"Impostos e taxas - Alíquota ISS (VLT)";"Qual o percentual de ISS incidente no serviço de transporte por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.3.1.AL";"Impostos e Taxas - Taxa de Gerenciamento (VLT)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.3.1.AM";"Impostos e Taxas - PIS (VLT)";"Qual o percentual de PIS incidente no serviço de transporte por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.3.1.AN";"Impostos e Taxas - Cofins (VLT)";"Qual o percentual de Cofins incidente no serviço de transporte por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.3.1.AO";"Impostos e Taxas - Alíquota Outros Impostos (VLT)";"Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.3.1.AP";"Impostos e Taxas - Outros Impostos (VLT)";"Quais outros impostos incidem no serviço de transporte por VLT?";"Custos";"VLT";"1";NA;"1";"0";"0"
"3.3.1.AQ";NA;"Quais os impostos incidentes no serviço de transporte por monotrilho?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.AR";"Impostos e taxas - Alíquota ISS (Monotrilho)";"Qual o percentual de ISS incidente no serviço de transporte por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.3.1.AS";"Impostos e Taxas - Taxa de Gerenciamento (Monotrilho)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.3.1.AT";"Impostos e Taxas - PIS (Monotrilho)";"Qual o percentual de PIS incidente no serviço de transporte por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.3.1.AU";"Impostos e Taxas - Cofins (Monotrilho)";"Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.3.1.AV";"Impostos e Taxas - Alíquota Outros Impostos (Monotrilho)";"Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.3.1.AW";"Impostos e Taxas - Outros Impostos (Monotrilho)";"Quais outros impostos incidem no serviço de transporte por monotrilho?";"Custos";"Monotrilho";"1";NA;"1";"0";"0"
"3.3.1.AX";NA;"Quais os impostos incidentes no serviço de transporte por aeromóvel?";NA;NA;"1";NA;"1";"0";"0"
"3.3.1.AY";"Impostos e taxas - Alíquota ISS (Aeromóvel)";"Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.3.1.AZ";"Impostos e Taxas - Taxa de Gerenciamento (Aeromóvel)";"Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.3.1.BA";"Impostos e Taxas - PIS (Aeromóvel)";"Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.3.1.BC";"Impostos e Taxas - Cofins (Aeromóvel)";"Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.3.1.BD";"Impostos e Taxas - Alíquota Outros Impostos (Aeromóvel)";"Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.3.1.BE";"Impostos e Taxas - Outros Impostos (Aeromóvel)";"Quais outros impostos incidem no serviço de transporte por aeromóvel?";"Custos";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.A";"Passageiros de Ônibus (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.B";"Passageiros de Ônibus (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.C";"Passageiros de Ônibus (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.D";"Passageiros de Ônibus (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.E";"Passageiros de Ônibus (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.F";"Passageiros de Ônibus (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus no ano?";"Demanda";"Ônibus";"1";"1";"1";"0";"0"
"3.4.1.G";"Passageiros de Vans/Microônibus (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.H";"Passageiros de Vans/Microônibus (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.I";"Passageiros de Vans/Microônibus (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.J";"Passageiros de Vans/Microônibus (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.K";"Passageiros de Vans/Microônibus (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.L";"Passageiros de Vans/Microônibus (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus no ano?";"Demanda";"Vans/Microônibus";"1";"1";"1";"0";"0"
"3.4.1.M";"Passageiros de Metrô (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.N";"Passageiros de Metrô (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.O";"Passageiros de Metrô (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.P";"Passageiros de Metrô (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.Q";"Passageiros de Metrô (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.R";"Passageiros de Metrô (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô no ano?";"Demanda";"Metrô";"1";NA;"1";"0";"0"
"3.4.1.S";"Passageiros de Trem (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.T";"Passageiros de Trem (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.U";"Passageiros de Trem (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.V";"Passageiros de Trem (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.W";"Passageiros de Trem (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.X";"Passageiros de Trem (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por trem no ano?";"Demanda";"Trem";"1";NA;"1";"0";"0"
"3.4.1.Y";"Passageiros de Barco (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";"1";"1";"0";"0"
"3.4.1.Z";"Passageiros de Barco (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";NA;"1";"0";"0"
"3.4.1.AA";"Passageiros de Barco (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";NA;"1";"0";"0"
"3.4.1.AB";"Passageiros de Barco (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";NA;"1";"0";"0"
"3.4.1.AC";"Passageiros de Barco (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";NA;"1";"0";"0"
"3.4.1.AD";"Passageiros de Barco (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por barco no ano?";"Demanda";"Barco";"1";NA;"1";"0";"0"
"3.4.1.AE";"Passageiros de VLT (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AF";"Passageiros de VLT (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AG";"Passageiros de VLT (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AH";"Passageiros de VLT (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AI";"Passageiros de VLT (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AJ";"Passageiros de VLT (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT no ano?";"Demanda";"VLT";"1";NA;"1";"0";"0"
"3.4.1.AK";"Passageiros de Monotrilho (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AL";"Passageiros de Monotrilho (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AM";"Passageiros de Monotrilho (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AN";"Passageiros de Monotrilho (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AO";"Passageiros de Monotrilho (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AP";"Passageiros de Monotrilho (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho no ano?";"Demanda";"Monotrilho";"1";NA;"1";"0";"0"
"3.4.1.AQ";"Passageiros de Aeromóvel (Comum)";"Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.AR";"Passageiros de Aeromóvel (Vale Transporte)";"Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.AS";"Passageiros de Aeromóvel (Estudante)";"Qual o número de estudantes transportados no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.AT";"Passageiros de Aeromóvel (Integração)";"Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.AU";"Passageiros de Aeromóvel (Gratuidade)";"Qual o número de gratuidades no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.4.1.AV";"Passageiros de Aeromóvel (Equivalentes)";"Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel no ano?";"Demanda";"Aeromóvel";"1";NA;"1";"0";"0"
"3.5.1";"Categorias Desconto";"Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?";"Tarifa";NA;"0";"0";"0";"0";"0"
"3.5.1.A";"Baixa Renda - Percentual de Desconto";"Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?";"Tarifa";"Subsídios";"1";"0";"0";"0";"1"
"3.5.1.AA";"Baixa Renda - Classificação";"Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos)";"Tarifa";NA;"0";"0";"1";"0";"0"
"3.5.1.B";"Idosos - Tarifa Paga";"Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?";"Tarifa";"Subsídios";"1";"0";"0";"0";"1"
"3.5.1.C";"Deficientes - Tarifa Paga";"Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?";"Tarifa";"Subsídios";"1";"0";"0";"0";"1"
"3.5.1.D";"Estudantes de Rede Pública - Percentual de Desconto";"Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?";"Tarifa";"Subsídios";"1";"0";"0";"0";"1"
"3.5.1.E";"Estudantes de Rede Privada - Percentual de Desconto";"Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?";"Tarifa";"Subsídios";"1";"0";"0";"0";"1"
"3.6.1.A";"Táxi - Valor da Bandeirada";"Qual o valor da Bandeirada do transporte público individual (táxi) no município?";"Tarifa";"Táxi";"1";"1";"1";"0";"0"
"3.6.1.B";"Táxi - Valor da Bandeirada 1";"Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?";"Tarifa";"Táxi";"0";"0";"1";"0";"0"
"3.6.1.C";"Táxi - Valor da Bandeirada 2";"Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?";"Tarifa";"Táxi";"0";"0";"1";"0";"0"
"3.6.1.D";"Táxi - Valor Hora Parada";"Qual o valor do serviço de táxi, por hora parada, se houver?";"Tarifa";"Táxi";"1";"1";"1";"0";"0"
"3.6.1.E";"Táxi - Valor Tarifa Aeroporto";"Qual o valor da tarifa aeroporto do serviço de táxi, se houver?";"Tarifa";"Táxi";"1";"1";"1";"0";"0"
"3.6.1.F";"Táxi - Valor da Bandeirada";"Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?";"Tarifa";"Mototáxi";"1";"1";"1";"0";"0"
"3.6.1.G";"Táxi - Valor da Bandeirada 1";"Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?";"Tarifa";"Mototáxi";"0";NA;"1";"0";"0"
"3.6.1.H";"Táxi - Valor da Bandeirada 2";"Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?";"Tarifa";"Mototáxi";"0";NA;"1";"0";"0"
"3.6.1.I";"Táxi - Valor Hora Parada";"Qual o valor do serviço de mototáxi, por hora parada, se houver?";"Tarifa";"Mototáxi";"1";NA;"1";"0";"0"
