name_variable,code_variable
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?",3.7.3.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.H
Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.K
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?,3.7.4
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?",3.7.4.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.H
Energia diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?,3.7.4.K
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?,3.7.5
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.C
Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?",3.7.5.F
Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.H
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?,3.7.5.I
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?,3.7.6
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?",3.7.6.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.H
Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,3.7.6.K
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?,3.7.7
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?",3.7.7.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.H
Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.7.7.K
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?,3.7.8
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?",3.7.8.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.H
Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.7.8.K
O município possui Plano Diretor?,4.1.1
Qual o ano de elaboração ou última atualização do Plano Diretor?,4.1.1.A
O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?,4.1.2
O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,4.3.1
O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,4.3.1.A
Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,4.3.1.B
O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,4.3.2
O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,4.3.2.A
Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,4.3.2.B
O município possui Plano de Mobilidade Urbana?,4.4.1
Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?,4.4.2
Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?,4.4.3
Qual o número da Lei ou instrumento normativo que aprovou o plano?,4.4.3.A
Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?,4.4.3.B
Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?,4.5.1
Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?,4.5.2
Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?,4.6.1
O município já realizou pesquisa Origem-Destino (O/D)?,4.7.1
Qual o ano de realização da última pesquisa O/D?,4.7.1.A
Qual a periodicidade de realização da pesquisa?,4.7.1.B
Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,4.7.1.C
"Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?",4.7.1.D
"Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)",4.7.1.E
"Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)",4.7.1.F
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)",4.7.1.G
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)",4.7.1.H
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)",4.7.1.I
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)",4.7.1.J
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)",4.7.1.K
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)",4.7.1.L
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)",4.7.1.M
"Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?",4.8.1
A questão da acessibilidade é abordada em quais leis municipais?,4.8.2
Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,5.1.1
Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,5.1.1.A
Qual o número de vagas de estacionamento regulamentados existentes no município?,5.2.1
Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %),5.2.1.A
Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %),5.2.1.B
Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %),5.2.1.C
"Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?",5.2.2
Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?,5.2.2.A
Marque os instrumentos de gestão presentes em seu município:,5.3.1
"Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?",7.1.1
Qual o percentual da frota que utiliza etanol como fonte de energia?,7.1.1A
Qual o percentual da frota que utiliza eletricidade como fonte de energia?,7.1.1.B
Qual o percentual da frota que utiliza gás natural como fonte de energia?,7.1.1.C
Qual o percentual da frota que utiliza hidrogênio como fonte de energia?,7.1.1.D
Qual o percentual da frota que utiliza biodiesel como fonte de energia?,7.1.1.E
Qual o percentual da frota que utiliza energia híbrida (eletricidade + diesel)?,7.1.1.F
"Na composição da frota de táxi, existem veículos que utilizam combustíveis menos poluentes ou fontes de energia alternativa?",7.2.1
Qual o percentual da frota de táxi que utiliza etanol como fonte de energia?,7.2.1.A
Qual o percentual da frota de táxi que utiliza eletricidade como fonte de energia?,7.2.1.B
Qual o percentual da frota de táxi que utiliza gás natural como fonte de energia?,7.2.1.C
Qual o percentual da frota de táxi que utiliza energia híbrida (eletricidade + gasolina)?,7.2.1.D
Em qual tipo de veículo é realizada inspeção veicular ambiental no município?,7.3.1
O município possui conselho municipal de transporte e/ou mobilidade urbana?,8.1.1
A mobilidade urbana é discutida no Conselho da Cidade ou outro órgão colegiado similar com representação da sociedade civil?,8.1.2
Qual o caráter do conselho que trata sobre mobilidade urbana no município?,8.2.1
Qual o percentual de membros do Poder Executivo na composição do Conselho de mobilidade urbana ou similar? (Em %),8.2.2.A
Qual o percentual de membro do Poder Legislativo na composição do Conselho de mobilidade urbana ou similar? (Em %),8.2.2.B
Qual o percentual de membros da Sociedade Civil na composição do Conselho de mobilidade urbana ou similar? (Em %),8.2.2.C
Qual o percentual de membros dos operados dos serviços na composição do Conselho de mobilidade urbana ou similar? (Em %),8.2.2.D
Qual o percentual de outros membros na composição dos Conselho de mobilidade urbana ou similar? (Em %),8.2.2.E
Qual o mês e ano da última reunião do Conselho de mobilidade urbana ou similar?,8.2.3
O município possui ouvidoria ou estrutura similar para recebimento de reclamações e sugestões na instituição responsável pela gestão da mobilidade urbana?,8.3.1
Qual o tipo de consulta popular com relação ao planejamento da mobilidade e definição de projetos prioritários houve no município no ano de 2023?,8.4.1
Marque as medidas de moderação de tráfego presentes em seu município:,9.1.1
Qual o número de agentes de trânsito em exercício no município em 2023?,9.1.2
Qual o número de equipamentos de fiscalização de velocidade existentes?,9.1.3
Qual foi a arrecadação anual em 2023 com multas de trânsito?,9.1.4
O órgão responsável pela gestão do sistema de mobilidade urbana na prefeitura caracteriza-se como:,10.1.1
De que modo o serviço de transporte público coletivo regulamentado no município é ofertado?,11.1.1
Quais as modalidades de delegação de serviço de transporte público coletivo existe no município?,11.1.2
O serviço de transporte público coletivo regulamentado é licitado?,11.2.1
Qual o prazo do contrato? (Em anos),11.2.1.A
Qual é a data de vencimento do contrato?,11.2.2.B
"Para a remuneração do operador do sistema de transporte público coletivo, quais aspectos são levados em conta?",11.3.1
Existe transporte não regulamentado no município?,11.4.1
Quais tipos de veículos realizam o transporte não regulamentado?,11.4.1.A
"O município possui regulamentação para o transporte remunerado privado individual de passageiros (Uber, 99, entre outros)?",11.5.1
Qual o número de viagens realizadas em 2023 por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)?,11.5.1.A
Qual a quilometragem percorrida em 2023 por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)? (Em km),11.5.1.B
Qual foi a arrecadação em 2023 por transporte remunerado privado individual de passageiros no município? (Em R$),11.5.1.C
O município faz uso de algum instrumento urbanístico previsto no Estatuto da Cidade (Lei Federal nº 10.257/2001) para viabilizar investimentos em mobilidade urbana?,12.1.2
O município possui fundo municipal específico de transporte e/ou mobilidade urbana?,12.2.1
Quais as inovações tecnológicas presentes na mobilidade urbana do município?,13.1.1
Quais outras inovações tecnológicas na mobilidade urbana estão presentes no município?,13.1.1.A
