code_variable,name_variable,label_pergunta,label,categoria,subcategoria,modal,submodal,tipo,is_dashboard,is_portal,is_transform,is_average,is_percentage,is_absolute,is_candidate
3.3.1.P,Qual o percentual de ISS incidente no serviço de transporte por metrô?,Qual o percentual de ISS incidente no serviço de transporte por metrô?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.3.1.Q,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.3.1.R,Qual o percentual de PIS incidente no serviço de transporte por metrô?,Qual o percentual de PIS incidente no serviço de transporte por metrô?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.3.1.S,Qual o percentual de Cofins incidente no serviço de transporte por metrô?,Qual o percentual de Cofins incidente no serviço de transporte por metrô?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.3.1.T,Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?,Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.3.1.U,Quais outros impostos incidem no serviço de transporte por metrô?,Quais outros impostos incidem no serviço de transporte por metrô?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,0,1,0
3.3.1.V,Quais os impostos incidentes no serviço de transporte por trem?,Quais os impostos incidentes no serviço de transporte por trem?,Impostos Incidentes (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,0,1,0
3.3.1.W,Qual o percentual de ISS incidente no serviço de transporte por trem?,Qual o percentual de ISS incidente no serviço de transporte por trem?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.3.1.X,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.3.1.Y,Qual o percentual de PIS incidente no serviço de transporte por trem?,Qual o percentual de PIS incidente no serviço de transporte por trem?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.3.1.Z,Qual o percentual de Cofins incidente no serviço de transporte por trem?,Qual o percentual de Cofins incidente no serviço de transporte por trem?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.3.1.AA,Qual o percentual de outros impostos incidentes no serviço de transporte por trem?,Qual o percentual de outros impostos incidentes no serviço de transporte por trem?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.3.1.AB,Quais outros impostos incidem no serviço de transporte por trem?,Quais outros impostos incidem no serviço de transporte por trem?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,0,1,0
3.3.1.AC,Quais os impostos incidentes no serviço de transporte por barco?,Quais os impostos incidentes no serviço de transporte por barco?,Impostos Incidentes (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,0,1,1
3.3.1.AD,Qual o percentual de ISS incidente no serviço de transporte por barco?,Qual o percentual de ISS incidente no serviço de transporte por barco?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.3.1.AE,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.3.1.AF,Qual o percentual de PIS incidente no serviço de transporte por barco?,Qual o percentual de PIS incidente no serviço de transporte por barco?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.3.1.AG,Qual o percentual de Cofins incidente no serviço de transporte por barco?,Qual o percentual de Cofins incidente no serviço de transporte por barco?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.3.1.AH,Qual o percentual de outros impostos incidentes no serviço de transporte por barco?,Qual o percentual de outros impostos incidentes no serviço de transporte por barco?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.3.1.AI,Quais outros impostos incidem no serviço de transporte por barco?,Quais outros impostos incidem no serviço de transporte por barco?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,0,1,0
3.3.1.AJ,Quais os impostos incidentes no serviço de transporte por VLT?,Quais os impostos incidentes no serviço de transporte por VLT?,Impostos Incidentes (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,0,1,0
3.3.1.AK,Qual o percentual de ISS incidente no serviço de transporte por VLT?,Qual o percentual de ISS incidente no serviço de transporte por VLT?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.3.1.AL,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.3.1.AM,Qual o percentual de PIS incidente no serviço de transporte por VLT?,Qual o percentual de PIS incidente no serviço de transporte por VLT?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.3.1.AN,Qual o percentual de Cofins incidente no serviço de transporte por VLT?,Qual o percentual de Cofins incidente no serviço de transporte por VLT?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.3.1.AO,Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?,Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.3.1.AP,Quais outros impostos incidem no serviço de transporte por VLT?,Quais outros impostos incidem no serviço de transporte por VLT?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,0,1,0
3.3.1.AQ,Quais os impostos incidentes no serviço de transporte por monotrilho?,Quais os impostos incidentes no serviço de transporte por monotrilho?,Impostos Incidentes (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.3.1.AR,Qual o percentual de ISS incidente no serviço de transporte por monotrilho?,Qual o percentual de ISS incidente no serviço de transporte por monotrilho?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.3.1.AS,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.3.1.AT,Qual o percentual de PIS incidente no serviço de transporte por monotrilho?,Qual o percentual de PIS incidente no serviço de transporte por monotrilho?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.3.1.AU,Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?,Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.3.1.AV,Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?,Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.3.1.AW,Quais outros impostos incidem no serviço de transporte por monotrilho?,Quais outros impostos incidem no serviço de transporte por monotrilho?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.3.1.AX,Quais os impostos incidentes no serviço de transporte por aeromóvel?,Quais os impostos incidentes no serviço de transporte por aeromóvel?,Impostos Incidentes (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.3.1.AY,Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?,Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?,Impostos e taxas - Alíquota ISS (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.3.1.AZ,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?,Impostos e Taxas - Taxa de Gerenciamento (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.3.1.BA,Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?,Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?,Impostos e Taxas - PIS (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.3.1.BC,Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?,Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?,Impostos e Taxas - Cofins (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.3.1.BD,Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?,Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?,Impostos e Taxas - Alíquota Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.3.1.BE,Quais outros impostos incidem no serviço de transporte por aeromóvel?,Quais outros impostos incidem no serviço de transporte por aeromóvel?,Impostos e Taxas - Outros Impostos (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.A,Qual o número de passageiros comuns transportados no serviço de transporte por ônibus em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.B,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.C,Qual o número de estudantes transportados no serviço de transporte por ônibus em 2023?,Qual o número de estudantes transportados no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.D,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.E,Qual o número de gratuidades no serviço de transporte por ônibus em 2023?,Qual o número de gratuidades no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.F,Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Ônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.G,Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.H,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.I,Qual o número de estudantes transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de estudantes transportados no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.J,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.K,Qual o número de gratuidades no serviço de transporte por vans/microônibus em 2023?,Qual o número de gratuidades no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.L,Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Microônibus,NA,numeric,1,1,1,0,0,1,1
3.4.1.M,Qual o número de passageiros comuns transportados no serviço de transporte por metrô em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.N,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.O,Qual o número de estudantes transportados no serviço de transporte por metrô em 2023?,Qual o número de estudantes transportados no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.P,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.Q,Qual o número de gratuidades no serviço de transporte por metrô em 2023?,Qual o número de gratuidades no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.R,Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Metrô,NA,numeric,1,1,1,0,0,1,1
3.4.1.S,Qual o número de passageiros comuns transportados no serviço de transporte por trem em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por trem no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.T,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.U,Qual o número de estudantes transportados no serviço de transporte por trem em 2023?,Qual o número de estudantes transportados no serviço de transporte por trem no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.V,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.W,Qual o número de gratuidades no serviço de transporte por trem em 2023?,Qual o número de gratuidades no serviço de transporte por trem no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.X,Qual o número de passageiros equivalentes transportados no serviço de transporte por trem em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por trem no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Trem,NA,numeric,1,1,1,0,0,1,0
3.4.1.Y,Qual o número de passageiros comuns transportados no serviço de transporte por barco em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por barco no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,1
3.4.1.Z,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,0
3.4.1.AA,Qual o número de estudantes transportados no serviço de transporte por barco em 2023?,Qual o número de estudantes transportados no serviço de transporte por barco no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,1
3.4.1.AB,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,0
3.4.1.AC,Qual o número de gratuidades no serviço de transporte por barco em 2023?,Qual o número de gratuidades no serviço de transporte por barco no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,1
3.4.1.AD,Qual o número de passageiros equivalentes transportados no serviço de transporte por barco em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por barco no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Barco,NA,numeric,1,1,1,0,0,1,1
3.4.1.AE,Qual o número de passageiros comuns transportados no serviço de transporte por VLT em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AF,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AG,Qual o número de estudantes transportados no serviço de transporte por VLT em 2023?,Qual o número de estudantes transportados no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AH,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AI,Qual o número de gratuidades no serviço de transporte por VLT em 2023?,Qual o número de gratuidades no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AJ,Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,VLT,NA,numeric,1,1,1,0,0,1,0
3.4.1.AK,Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AL,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AM,Qual o número de estudantes transportados no serviço de transporte por monotrilho em 2023?,Qual o número de estudantes transportados no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AN,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AO,Qual o número de gratuidades no serviço de transporte por monotrilho em 2023?,Qual o número de gratuidades no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AP,Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Monotrilho,NA,numeric,1,1,1,0,0,1,0
3.4.1.AQ,Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Comum),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.AR,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Vale Transporte),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.AS,Qual o número de estudantes transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de estudantes transportados no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Estudante),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.AT,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Integração),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.AU,Qual o número de gratuidades no serviço de transporte por aeromóvel em 2023?,Qual o número de gratuidades no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Gratuidade),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.4.1.AV,Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel no ano?,Passageiros de Ônibus (Equivalentes),Modais de transporte,Passageiros Transportados,Aeromóvel,NA,numeric,1,1,1,0,0,1,0
3.5.1,Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?,Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?,Categorias Desconto,Modais de transporte,Receita e Despesa,NA,NA,text,0,0,0,0,0,0,1
3.5.1.A,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?,Baixa Renda - Percentual de Desconto,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,1,0,1
3.5.1.AA,Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos),Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos),Baixa Renda - Classificação,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,0,1,1
3.5.1.B,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?,Idosos - Tarifa Paga,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,1,0,1
3.5.1.C,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?,Deficientes - Tarifa Paga,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,1,0,1
3.5.1.D,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?,Estudantes de Rede Pública - Percentual de Desconto,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,1,0,1
3.5.1.E,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?,Estudantes de Rede Privada - Percentual de Desconto,Modais de transporte,Receita e Despesa,NA,NA,numeric,0,0,0,0,1,0,1
3.6.1.A,Qual o valor da Bandeirada do transporte público individual (táxi) no município?,Qual o valor da Bandeirada do transporte público individual (táxi) no município?,Táxi - Valor da Bandeirada,Modais de transporte,Receita e Despesa,Táxi,NA,numeric,1,1,0,0,0,1,1
3.6.1.B,"Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?",Táxi - Valor da Bandeirada 1,Modais de transporte,Receita e Despesa,Táxi,NA,numeric,0,0,0,0,0,1,1
3.6.1.C,"Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?",Táxi - Valor da Bandeirada 2,Modais de transporte,Receita e Despesa,Táxi,NA,numeric,0,0,NA,0,0,1,1
3.6.1.D,"Qual o valor do serviço de táxi, por hora parada, se houver?","Qual o valor do serviço de táxi, por hora parada, se houver?",Táxi - Valor Hora Parada,Modais de transporte,Receita e Despesa,Táxi,NA,numeric,1,1,0,0,0,1,1
