name_variable,code_variable
IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,3.6.5.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,3.6.5.L
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho?,3.6.6
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?",3.6.6.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.H
Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,3.6.6.L
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel?,3.6.7
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?",3.6.7.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.H
Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.I
IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.J
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,3.6.7.L
A Região Metropolitana ou Aglomeração Urbana está contemplada em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,4.1.1
Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,4.1.1.A
A Região Metropolitana ou Aglomeração Urbana está contemplada em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,4.1.2
Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,4.1.2.A
O Governo do Estado já realizou pesquisa Origem-Destino (O/D) na Região Metropolitana ou Aglomeração Urbana?,4.2.1
Qual o ano de realização da última pesquisa O/D?,4.2.1.A
Qual a periodicidade de realização da pesquisa?,4.2.1.B
Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,4.2.1.C
"Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias?",4.2.1.D
"Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens? (Em km)",4.2.1.E
"Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas? (Em minutos)",4.2.1.F
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)",4.2.1.G
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)",4.2.1.H
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)",4.2.1.I
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)",4.2.1.J
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)",4.2.1.K
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)",4.2.1.L
"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)",4.2.1.M
"Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?",5.1.1
Qual o percentual da frota que utiliza etanol como fonte de energia?,5.1.1.A
Qual o percentual da frota que utiliza eletricidade como fonte de energia?,5.1.1.B
Qual o percentual da frota que utiliza gás natural como fonte de energia?,5.1.1.C
Qual o percentual da frota que utiliza hidrogênio como fonte de energia?,5.1.1.D
Qual o percentual da frota que utiliza biodiesel como fonte de energia?,5.1.1.E
Qual o percentual da frota que utiliza energia híbrida (eletricidade + diesel)?,5.1.1.F
O órgão responsável pela gestão do sistema de mobilidade urbana na Região Metropolitana ou Aglomeração Urbana caracteriza-se como:,6.1.1
De que modo o serviço de transporte público coletivo regulamentado é ofertado na Região Metropolitana ou Aglomeração Urbana?,7.1.1
Quais as modalidades de delegação de serviço de transporte público coletivo existe na Região Metropolitana ou Aglomeração Urbana?,7.1.2
O serviço de transporte público coletivo regulamentado é licitado?,7.2.1
Qual o prazo do contrato? (Em anos),7.2.1.A
Qual é a data de vencimento do contrato?,7.2.2.B
"Para a remuneração do operador do sistema de transporte público coletivo, quais aspectos são levados em conta?",7.3.1
Quais as inovações tecnológicas presentes na mobilidade urbana da Região Metropolitana ou Aglomeração Urbana?,8.1.1
Quais outras inovações tecnológicas na mobilidade urbana estão presentes na Região Metropolitana ou Aglomeração Urbana?,8.1.1.A
